Name,Auto number,Program check,Program name,Type of Opportunity,Annual scholarship?,Study level,Host Country,Discipline,Value,Note,Link,Deadline?,Date updated,Checked?
New Zealand Aid Development,131,,New Zealand Aid Development,Government Scholarship,checked,"Post-graduate ,Master ",New Zealand,A LOT OF DISCIPLINES,"Full scholarship,100% tuition fee",,https://www.mfat.govt.nz/en/aid-and-development/scholarships/,March,17/8/2017,
New Zealand International Doctoral Research Scholarships (NZIDRS),499,,New Zealand International Doctoral Research Scholarships (NZIDRS),Government Scholarship,checked,PhD,New Zealand,A LOT OF DISCIPLINES,Full scholarship,,https://enz.govt.nz/support/funding/scholarships/new-zealand-international-doctoral-research-scholarships?_ga=2.199159983.1810288131.1503097865-217896929.1503097865,August,19/8/2017,checked
New Zealand International Doctoral Scholarships,525,,New Zealand International Doctoral Scholarships,Government Scholarship,checked,PhD,New Zealand,A LOT OF DISCIPLINES,Full scholarship,,https://enz.govt.nz/support/funding/scholarships/new-zealand-international-doctoral-research-scholarships,July,19/8/2017,
NIBB internship program,132,,NIBB internship program,Company-sponsor Scholarship,checked,Post-graduate,Japan,Natural Sciences and Mathematics,Cash award,Tổ chức sẽ lo chi phí đi lại và ăn ở. Đây thuộc dạng research internship program,http://www.nibb.ac.jp/intern/summary.html,June,17/8/2017,checked
Nicholas A. Pennipede Memorial Scholarship,680,,Nicholas A. Pennipede Memorial Scholarship,Company-sponsor Scholarship,checked,High school,United State,A LOT OF DISCIPLINES,Cash award,"Maximum : $1000
Học bổng đặc biệt hướng tới những ai tham gia nhiều hoạt động phục vụ Cộng đồng, và yêu cầu ứng viên phải có kế hoạch rõ ràng sau khi học tập sẽ ứng dụng như thế nào vào việc tiếp tục cống hiến cho Cộng đồng.",http://www.seetheclarity.com/about/scholarship/,October,21/8/2017,
NIMS Graduate Research Assistantship,1293,,NIMS Graduate Research Assistantship,Fellowship Scholarship,checked,"Master ,PhD ",Japan,Natural Sciences and Mathematics,Cash award,"Hợp đồng ký trong một năm, và sẽ kết thúc nếu sinh viên/NCS không duy trì thành tích trong nghiên cứu hoặc rời khỏi chương trình",http://www.nims.go.jp/graduate/nimsjr_en.html,November,26/9/2017,
Nitori International Scholarship,956,,Nitori International Scholarship,Company-sponsor Scholarship,checked,"Post-graduate ,Master ,Undergraduate ,PhD ",Japan,A LOT OF DISCIPLINES,Cash award,"110000 yen/ tháng
Phải biết tiếng Nhật và học bằng tiếng nhật",https://job.axol.jp/15/c/nitori-shougakuzaida/entry_0626360613/agreement,November,4/9/2017,
Nomura Foundation Foreign Student scholarship,861,,Nomura Foundation Foreign Student scholarship,No specified,checked,"Post-graduate ,Master ,PhD ",Japan,Social sciences and Humanities,Cash award,"Sinh viên cao học đang hoặc sắp nhập học tại 6 trường ĐH: ĐH Tokyo, ĐH Hitotsubashi, ĐH Kyoto, ĐH Osaka, ĐH Waseda và ĐH Keio.
Trị giá học bổng 200000yen/tháng 
Yêu cầu khả năng tiếng Nhật khá.",http://www.nomurafoundation.or.jp/en/category_topscholar,September,26/8/2017,checked
Non-EEA Scholarship of Excellence,393,,Non-EEA Scholarship of Excellence,University-sponsor Scholarship,checked,Undergraduate,Netherland,Journalism and Media,less than 50% tuition fee,"Đây là học bổng dành cho học sinh Bachelor năm 2, yêu cầu GPA 8.0 và motivation letter",https://www.eshcc.eur.nl/english/non_eea_scholarship/,May,19/8/2017,
"Non-resident scholarship at university of Massachusetts Boston in USA, 2018",1087,,"Non-resident scholarship at university of Massachusetts Boston in USA, 2018",University-sponsor Scholarship,,Undergraduate,United State,A LOT OF DISCIPLINES,Cash award,"Must be a full-time, out-of-state or international, undergraduate student
Must have completed 24 credits at UMass Boston at the time of application
Must have a cumulative GPA of a 3.5 or higher",https://info-scholarships.com/2017/09/03/non-resident-international-scholarship-at-university-of-massachusetts-boston-in-usa-2018/,October,6/9/2017,
NORWEGIAN BBA SCHOLARSHIPS,377,,NORWEGIAN BBA SCHOLARSHIPS,University-sponsor Scholarship,checked,Undergraduate,Norway,Business and finance,less than 50% tuition fee,Học bổng này chỉ cho 3 năm đầu của hệ cử nhân và bắt phải giữ thành tích học tập thì năm 2 và năm 3 mới tiếp tục được nhận học bổng ạ.,https://www.bi.edu/study-at-bi/scholarships/bba-scholarships/,April,18/8/2017,
Norwegian Quota Scheme Scholarship (,1215,,Norwegian Quota Scheme Scholarship (,Government Scholarship,checked,Master,Norway,A LOT OF DISCIPLINES,Full scholarship,"Bạn cần là sinh viên của một trường Việt Nam có liên kết với một trường tại Nauy. Mình không có danh sách cụ thể các trường này của Việt Nam, cách tốt nhất là bạn hỏi phòng hợp tác quốc tế (hoặc phòng ban tương tự) của trường xem có liên kết ko, hoặc nhắm học trường nào ở Nauy thì vào website của trường xem danh sách các trường liên kết. Trường hợp của mình là mình học FTU, mà FTU liên kết với BI Norwegian Business School (gọi tắt là BI) nên mình apply sang BI và được Quota.",http://www.scholars4dev.com/1965/quota-scholarships-for-developing-countries/,September,19/9/2017,
Nottingham Trent University Scholarship,708,,Nottingham Trent University Scholarship,University-sponsor Scholarship,checked,"Master ,PhD ",United Kingdom,Medicine and Health,less than 50% tuition fee,Ielts cang cao thi cang tot. co kinh nghiem di lam se cang duoc uu tien.,https://www.ntu.ac.uk/study-and-courses/international/fees-and-scholarships/scholarships,October,21/8/2017,
Nottingham University Business School Dean’s Scholarship for Excellence,552,,Nottingham University Business School Dean’s Scholarship for Excellence,University-sponsor Scholarship,checked,Post-graduate,United Kingdom,Business and finance,more than 50% tuition fee,Scholarships are 75% or 100% tuition fee on a case by case basis,http://www.nottingham.ac.uk/business/programmes/msc/fees-and-scholarships.aspx,May,19/8/2017,
Nottingham University Business School Scholarship for PhD,289,,Nottingham University Business School Scholarship for PhD,University-sponsor Scholarship,checked,PhD,United Kingdom,Business and finance,Full scholarship,,https://www.nottingham.ac.uk/business/programmes/phd/fees-and-scholarships.aspx,July,18/8/2017,
NTU Science and Engineering Undergraduate Scholarship,1103,,NTU Science and Engineering Undergraduate Scholarship,University-sponsor Scholarship,checked,Undergraduate,Singapore,"Computer science and IT ,Engineer and Technology ,Natural Sciences and Mathematics ",Full scholarship,"Người nhận học bổng phải cam kết đi làm 6 năm (sau khi tốt nghiệp) cho Nhà tài trợ hoặc tổ chức được chỉ định bởi nhà tài trợ, hoặc làm việc cho một công ty của Singapore",http://admissions.ntu.edu.sg/UndergraduateAdmissions/Pages/ScholarshipUndergraduate.aspx,January,6/9/2017,
NTU: Scholarships: ASEAN Graduate Scholarship - Admissions,1075,,NTU: Scholarships: ASEAN Graduate Scholarship - Admissions,Government Scholarship,checked,Undergraduate,Singapore,A LOT OF DISCIPLINES,100% tuition fee,100% học phí,http://admissions.ntu.edu.sg/graduate/scholarships/Pages/ASEANScholarship.aspx,December,5/9/2017,
NTUST Scholarship,1026,NTUST Scholarship for Master and PhD degrees,NTUST Scholarship,University-sponsor Scholarship,checked,"Master ,PhD ",Taiwan,A LOT OF DISCIPLINES,Full scholarship,,"http://www.oia.ntust.edu.tw/files/14-1017-61143,r1026-1.php?Lang=en","October ,March",19/9/2017,
NTUST Scholarship for Master and PhD degrees,267,,NTUST Scholarship for Master and PhD degrees,University-sponsor Scholarship,checked,"Master ,PhD ",Taiwan,A LOT OF DISCIPLINES,"Full scholarship,Nearly full scholarship (withour air tickets or accommodation),100% tuition fee",,http://www.oia.ntust.edu.tw/files/40-1017-1026.php?Lang=en,"March,November",19/8/2017,
NUS ASEAN Undergraduate Scholarship (AUS),133,,NUS ASEAN Undergraduate Scholarship (AUS),University-sponsor Scholarship,checked,Undergraduate,Singapore,A LOT OF DISCIPLINES,Nearly full scholarship (withour air tickets or accommodation),,http://www.nus.edu.sg/oam/scholarships/freshmen/nsg/scholarship-nsg-aus.html#top,July,17/8/2017,
NUS Graduate Scholarship for Integrative Sciences and Engineering in Singapore,905,,NUS Graduate Scholarship for Integrative Sciences and Engineering in Singapore,University-sponsor Scholarship,,PhD,Singapore,"Engineer and Technology ,Social sciences and Humanities ,Natural Sciences and Mathematics ",Nearly full scholarship (withour air tickets or accommodation),Phải thi GRE,http://www.nus.edu.sg/ngs/NGSS.html,December,4/9/2017,
NUS Science & Technology Undergraduate Scholarship,134,,NUS Science & Technology Undergraduate Scholarship,University-sponsor Scholarship,checked,Undergraduate,Singapore,"Social sciences and Humanities ,Computer science and IT ,Engineer and Technology ,Natural Sciences and Mathematics ",Full scholarship,Để giữ học bổng thì thành tích mỗi kỳ ít nhất GPA 3.5/4,http://www.nus.edu.sg/oam/scholarships/freshmen/nsg/scholarship-science-technology.html,Change every year,17/8/2017,
Obama Foundation Fellows 2018,1000,,Obama Foundation Fellows 2018,No specified,checked,No specified,United State,A LOT OF DISCIPLINES,Full scholarship,"Eligibilities

Civic innovators

They are looking for individuals who are working to solve important public problems in creative and powerful ways.",https://www.obama.org/fellowship/,October,9/9/2017,
odon vallet scholarship,1407,,odon vallet scholarship,No specified,checked,No specified,France,A LOT OF DISCIPLINES,Cash award,Học bổng hỗ trợ một khoản tiền cho các bạn học sinh từ trung học cơ sở đến đại học,http://rvn-vallet.org/,June,9/12/2017,
OFID Developing Leaders Scholarship,1104,,OFID Developing Leaders Scholarship,Conference Scholarship,checked,"Post-graduate ,Undergraduate ,Master ,PhD ",Colombia,A LOT OF DISCIPLINES,Full scholarship,,https://www.youthop.com/conferences/ofid-development-leaders-scholarship-2017,July,6/9/2017,
Ontario Graduate Scholarship (OGS),1203,,Ontario Graduate Scholarship (OGS),No specified,checked,"Post-graduate ,Master ",Canada,A LOT OF DISCIPLINES,Cash award,"GPA: > 8.0
Value: These awards are $5,000 per term (2-3 consecutive terms)",https://gradstudents.carleton.ca/awards-and-funding/external-awards/ogs/,December,19/9/2017,
Ontario Trillium Scholarship (OTS),1434,,Ontario Trillium Scholarship (OTS),University-sponsor Scholarship,checked,Master,Canada,A LOT OF DISCIPLINES,Cash award,"$40,000, 15 suất học bổng mỗi năm. 
Sinh viên tự liên hệ với khoa sau Đại học của trường Đại học Toronto, Canada",http://www.sgs.utoronto.ca/currentstudents/Pages/Gov-Funded-Awards.aspx,Change every year,28/12/1996,
Orange Tulip Scholarship,136,,Orange Tulip Scholarship,Company-sponsor Scholarship,,"Master ,Undergraduate ",Netherland,A LOT OF DISCIPLINES,100% tuition fee,,https://www.nesovietnam.org/hoc-bong-1/hoc-bong-du-hoc-ha-lan-orange-tulip-scholarship-1/hoc-bong-orange-tulip-scholarship-2017-danh-cho-bac-hoc-thac-si,April,17/8/2017,
OSU International Cultural Service Program Scholarship (ICSP),533,,OSU International Cultural Service Program Scholarship (ICSP),University-sponsor Scholarship,checked,"Undergraduate ,Post-graduate ",United State,A LOT OF DISCIPLINES,Cash award,"1. Giá trị học bổng: Approximately USD $15,000 / year
2. Yêu cầu của học bổng
2.1. Fully admitted to OSU as an undergraduate or graduate international student
2.2. 3.0 overall GPA
2.3. Involvement in the ICSP and willing to share information about your country and culture",http://international.oregonstate.edu/ois/international-cultural-service-program-icsp/how-apply,Febuary,19/8/2017,
Otsuka-Toshimi Scholarship,1061,,Otsuka-Toshimi Scholarship,Company-sponsor Scholarship,checked,"Undergraduate ,Master ",Japan,A LOT OF DISCIPLINES,Cash award,Dành cho những sinh viên hiện đang học tại Nhật Bản,http://www.otsukafoundation.org/english/guide/index.html,April,5/9/2017,
OUCRU PhD Programme Scholarships,607,,OUCRU PhD Programme Scholarships,Fellowship Scholarship,,PhD,Europe,Medicine and Health,Full scholarship,,http://www.oucru.org/higher-degree-training/,September,19/8/2017,
Overseas RPG Scholarship,982,,Overseas RPG Scholarship,University-sponsor Scholarship,checked,PhD,United Kingdom,Medicine and Health,50% tuition fee,Ứng viên cần phải chứng minh đủ khả năng để tự trang trải phần kinh phí còn lại trong quá trình học,https://www.dundee.ac.uk/study/scholarships/2017-sept/medicine-overseas-rpg/,September,6/9/2017,
Oxford Pershing Square Graduate Scholarship,137,,Oxford Pershing Square Graduate Scholarship,Fellowship Scholarship,checked,"Master ,Post-graduate ",United Kingdom,"A LOT OF DISCIPLINES ,Business and finance",Full scholarship,"Number of Awards: 5 per year
Eligibility/Selection Criteria:

Pershing Square Scholarships are awarded to individuals with the following attributes:

• Academic achievement• Leadership potential, demonstrated through experience and motivation• Strong personal character, integrity and commitment• Intention to focus on addressing world-scale social challenges in your career, either in an existing organisation or through development of a new enterprise• Ability to envision how to achieve scalable and sustainable solutions to these challenges• Articulated vision on how the Oxford 1+1 MBA will allow you to fulfil your objectives",https://www.sbs.ox.ac.uk/programmes/degrees/1plus1/pershing-square-scholarship,January,17/8/2017,
Oxford-Thatcher Graduate Scholarships,1355,,Oxford-Thatcher Graduate Scholarships,University-sponsor Scholarship,checked,Post-graduate,United Kingdom,A LOT OF DISCIPLINES,Full scholarship,"The scholarship covers course fees, college fees and a grant for living costs for full-time students of at least £14,553 ",https://www.some.ox.ac.uk/studying-here/fees-funding/thatcher-scholarships/,Change every year,7/10/2017,
P.E.O. International Peace Scholarship,219,,P.E.O. International Peace Scholarship,Fellowship Scholarship,checked,"Master ,PhD ,Post-graduate ",United State,A LOT OF DISCIPLINES,less than 50% tuition fee,"An applicant must be qualified for admission to full-time graduate study and working toward a graduate degree in an accredited college or university in the United States or Canada.

A student who is a citizen or permanent resident of the United States or Canada is not eligible.  Note:  A student with residency for tax purposes only is permitted.

Scholarships are not given for online courses, research, internships or for practical training if not combined with coursework.

In order to qualify for her first scholarship, an applicant must have a full year of coursework remaining, be enrolled and in residence for the entire school year.

Doctoral students who have completed coursework and are working only on dissertations are not eligible as first-time applicants.

International students attending Cottey College are eligible to apply for a scholarship.",http://www.peointernational.org/about-peo-international-peace-scholarship-ips,December,18/8/2017,
Pacific Prime International Scholarship Program 2017,795,,Pacific Prime International Scholarship Program 2017,Company-sponsor Scholarship,checked,"Undergraduate ,Post-graduate ,High school",Singapore,A LOT OF DISCIPLINES,Cash award,"APPLICATION PROCESS
To enrol in the 2017 scholarship program, please write and submit an essay on the following topic: The impact technology has had on healthcare.
The essay should be no shorter than 1,000 words in length and contain your thoughts, opinions and/or experiences on how technology has shaped and influenced healthcare, or how it will impact it in future.
The winner will be chosen based on the creativity of their approach in writing this piece of content. Please keep in mind that the winning essay will be published on our website.",https://www.pacificprime.sg/scholarship,September,25/8/2017,
Park Chung Hee school of policy and saemaul scholarship,903,,Park Chung Hee school of policy and saemaul scholarship,University-sponsor Scholarship,checked,"Master ,Undergraduate ",South Korea,"Social sciences and Humanities ,Natural Sciences and Mathematics ,Environmental studies and earth sciences","Full scholarship,less than 50% tuition fee ,50% tuition fee ,more than 50% tuition fee,100% tuition fee","• Thời gian của chương trình học là 18 tháng(12 tháng học + 6 tháng viết thesis), học bổng sẽ bao gồm học phí 4 kì và phí sinh hoạt 12 hoặc 16 tháng ( tùy theo tổ chức cấp học bổng nhưng nếu tự apply mà ko phải đi theo dạng cơ quan cử đi thì thường chỉ đc nhận loại hb có 12 tháng phí sh + học phí 4 kì), phí sinh hoạt 1000.000won/tháng.
• Trong thời gian học thì phải tham gia lớp học thêm tiếng Hàn. 

Full info for master : http://engraduate.yu.ac.kr/user/engraduate/download/7_1_down01.pdf

Full info for undergraduate: ",http://engraduate.yu.ac.kr/indexSub.jsp?linkUrl=7_1.html,May,4/9/2017,
PEACE Student Exchange Program,390,,PEACE Student Exchange Program,Exchange scholarship,checked,"Undergraduate ,Master ",Japan,A LOT OF DISCIPLINES,Full scholarship,"Các bạn ở 1 số trường ở Việt Nam có liên kết nhớ để ý đế apply, có cả trao đổi và thực tập hè ( internship) mặc dù chương trình chỉ ghi có trao đổi. Có thành tích nghiên cứu tốt  và được giới thiệu sẽ dễ dàng hơn.",http://peace-program.hiroshima-u.ac.jp/en/,May,18/8/2017,
Pearson Research Funding,1055,,Pearson Research Funding,No specified,checked,"Master ,PhD ",No specified,A LOT OF DISCIPLINES,Cash award,,https://pearsonpte.com/organizations/researchers/research-call/,September,5/9/2017,
Peddle Thorp Scholarship in Masters of Architecture,981,,Peddle Thorp Scholarship in Masters of Architecture,University-sponsor Scholarship,,Master,Australia,"""Arts, Design and Photography""",Cash award,"Payment up to $3,500 per year",http://www.deakin.edu.au/courses/scholarships/find-a-scholarship/peddle-thorp-scholarship-in-masters-of-architecture,Febuary,6/9/2017,
Peking University Scholarships,139,,Peking University Scholarships,University-sponsor Scholarship,,"Undergraduate ,Master ,PhD ",China,Engineer and Technology,"100% tuition fee,Nearly full scholarship (withour air tickets or accommodation)",student applying to must not be either seeking a professional degree or enrolled in a Joint Degree program or an English-taught program,http://www.isd.pku.edu.cn/index.php?m=content&c=index&a=lists&catid=176,May,17/8/2017,
Peninsula Grammar's International Scholarship,977,,Peninsula Grammar's International Scholarship,No specified,checked,High school,Australia,A LOT OF DISCIPLINES,100% tuition fee,"The value of the scholarship is for two years of tuition fee remission as a maximum. This equates to around A$65,000. All other expenses must be borne by the candidate’s family. They include living expenses which may total around A$60,000 for the two year period.",http://www.tps.vic.edu.au/international-scholarships.html,June,6/9/2017,
Pennisular Grammar school scholarship,1030,,Pennisular Grammar school scholarship,University-sponsor Scholarship,checked,High school,Australia,A LOT OF DISCIPLINES,100% tuition fee,,https://www.idp.com/vietnam/studyabroad/destinations/australia/scholarships/peninsula-scholarship,July,20/9/2017,
Pepperdine University School of Public Policy Scholarship,1049,,Pepperdine University School of Public Policy Scholarship,University-sponsor Scholarship,,Master,United State,Social sciences and Humanities,Cash award,"Scholarship value: USD $20, 000 minimum per year

*Student must maintain 3.0 cumulative GPA to receive the scholarship for the 2nd year of the program.",https://www.topuniversities.com/student-info/qs-scholarships/pepperdine-university-school-public-policy-scholarship-0,Change every year,5/9/2017,
PÈRE MARQUETTE AWARDS,770,,PÈRE MARQUETTE AWARDS,University-sponsor Scholarship,checked,Undergraduate,United State,A LOT OF DISCIPLINES,"less than 50% tuition fee ,50% tuition fee ,Cash award ",This scholarship is renewable each semester of a recipient's four-year undergraduate program provided the recipient remains in good academic standing.,http://www.marquette.edu/oie/prospective-students/scholarships.shtml,Change every year,24/8/2017,
Pershing Square Foundation Scholarship,345,,Pershing Square Foundation Scholarship,Fellowship Scholarship,checked,Master,United Kingdom,Business and finance,Nearly full scholarship (withour air tickets or accommodation),"Yêu cầu:
Có các thành tích học tập nổi bật
Có khả năng lãnh đạo thông qua các hoạt động ngoại khóa
Cá tính mạnh mẽ, trung thực và đầy nhiệt huyết
Có khả năng giải quyết các vấn đề đương thời trong nghề nghiệp, có thể trong một tổ chức đang tồn tại hoặc thông qua sự phát triển của một công việc kinh doanh mới
Có khả năng hình dung cách để đạt được các giải pháp mở rộng và bền vững cho những thách thức này",http://scholarshipplanet.info/vi/scholarship/hoc-bong-bac-thac-si-khoa-kinh-doanh-quoc-te-dai-hoc-oxford-anh-2017/,March,18/8/2017,
Ph.D. in the Computer Science Department at Wayne State University,612,,Ph.D. in the Computer Science Department at Wayne State University,University-sponsor Scholarship,,PhD,United State,Computer science and IT,100% tuition fee,"Học bổng của 1 thầy người Việt đang tìm 1 PhD.
Website của thầy: https://www.cse.unr.edu/~tinn/index.html",https://www.unr.edu/cse/academics/degrees/phd,January,20/8/2017,
PhD in Organizational Learning & Leadership,1322,,PhD in Organizational Learning & Leadership,Company-sponsor Scholarship,,PhD,Armenia,A LOT OF DISCIPLINES,Full scholarship,"Các dự án thạc sĩ cung cấp đầy đủ học bổng bao gồm cả phòng và bảng cũng như $ 1,000 mỗi tháng một khoản vay, lên đến $ 150,000. Internships bao gồm việc làm việc với các sinh viên quốc tế trong các giám sát và hướng dẫn học thuật hoặc trong kinh doanh Quan hệ công chúng, và tiếp thị toàn cầu.",https://gsehd.gwu.edu/programs/doctorate-human-and-organizational-learning,March,30/9/2017,
PhD position and Scholarship - Interdisciplinary Centre for the Artificial Mind (iCAM),1084,,PhD position and Scholarship - Interdisciplinary Centre for the Artificial Mind (iCAM),University-sponsor Scholarship,,PhD,Australia,"Social sciences and Humanities ,Computer science and IT ,Engineer and Technology ",Full scholarship,"1. Scholarship Award: Full tuition fees are awarded as well as a tax-free stipend of AU$26,000 per annum for three years.
2. Eligibility: The following criteria must be met in order for applicants to be eligible for the scholarship:

2.1. A degree with a substantial research project (e.g. Research Masters’ degree, Masters’ degree with treatise component, or Bachelor degree with honours) in psychology or a related area;
2.2. Excellent analysis and writing skills;
2.3. Exceptional interpersonal communication skills and demonstrated ability to work in a multi-disciplinary research team environment;
2.4. Competence in mathematical modelling and excellent programming skills (e.g. Python, Java, C/C++, Matlab);
2.5. Capacity to seek scholarship funds, with support from supervisors;
2.6. Cultural awareness and sensitivity in dealing with colleagues and research participants from diverse backgrounds.",https://library.bond.edu.au/intl/job/49507/phd-position-and-scholarship-interdisciplinary-centre-artificial-mind-icam,October,6/9/2017,
PhD position in Chemistry and Bioconjungation,542,,PhD position in Chemistry and Bioconjungation,Company-sponsor Scholarship,,PhD,France,"Medicine and Health ,Natural Sciences and Mathematics ",Cash award,Salary : Approximately 20 220€ per anum,http://www.biofunctional.eu/uploads/6/9/9/6/69969003/phd_position_in_bfc.pdf,September,19/8/2017,
PhD position in Time Sensitive Communication and Applications,1221,,PhD position in Time Sensitive Communication and Applications,University-sponsor Scholarship,,PhD,,Engineer and Technology,Full scholarship,,http://www.dtu.dk/Job/job?id=7378b7cc-eb4c-40fe-a7fb-57c420a484ed,October,19/9/2017,
"PhD Research Fellowship in Mineral and Rock Physics at University of Oslo in Norway, 2018",1142,,"PhD Research Fellowship in Mineral and Rock Physics at University of Oslo in Norway, 2018",University-sponsor Scholarship,checked,PhD,Norway,Natural Sciences and Mathematics,100% tuition fee,,https://www.scholarshipsads.com/phd-research-fellowship-mineral-rock-physics-university-oslo-norway-2018/#gs.xH7odo0,September,11/9/2017,
PhD scholarship for Science Education Research,1409,,PhD scholarship for Science Education Research,Company-sponsor Scholarship,,Undergraduate,Australia,A LOT OF DISCIPLINES,Cash award,27.082.00 AUD mỗi năm và sẽ được trao trong 3 năm,http://scholarships.curtin.edu.au/scholarships/scholarship.cfm?id=3273.0,Febuary,9/12/2017,
"PhD Scholarship in Metagenomics, Infectious Diseases, and Antibiotic Resistance",944,,"PhD Scholarship in Metagenomics, Infectious Diseases, and Antibiotic Resistance",University-sponsor Scholarship,,PhD,Denmark,Medicine and Health,100% tuition fee,,http://www.dtu.dk/job/job?id=9bab297a-6712-45bf-85fe-33b5aa95daa2,September,4/9/2017,
PhD Scholarship in Political Science for Foreign Students,402,,PhD Scholarship in Political Science for Foreign Students,Company-sponsor Scholarship,,PhD,Italy,Social sciences and Humanities,Cash award,,https://www.sisp.it/in-evidenza/network-for-the-advancement-of-social-and-political-sciences-nasp-ph-d-programme-in-political-studies,September,19/8/2017,
PhD scholarship in Public procurement law and competition law,857,,PhD scholarship in Public procurement law and competition law,Government Scholarship,,PhD,Denmark,Social sciences and Humanities,Full scholarship,,https://www.cbs.dk/en/about-cbs/jobs-cbs/vacant-positions/phd-scholarship-in-public-procurement-law-and-competition-law,Change every year,26/8/2017,checked
PhD Scholarships at Taylor’s University,702,,PhD Scholarships at Taylor’s University,University-sponsor Scholarship,checked,PhD,Malaysia,"Social sciences and Humanities ,Medicine and Health ",Full scholarship,,http://university.taylors.edu.my/research/postgraduate-funding,August,21/8/2017,
PhD Scholarships in Accounting and Finance Edinburgh Uni,605,,PhD Scholarships in Accounting and Finance Edinburgh Uni,University-sponsor Scholarship,checked,PhD,United Kingdom,Business and finance,Full scholarship,,https://www.business-school.ed.ac.uk/phd/scholarships-funding/scholarships/business-school-scholarships/phd-scholarships-in-accounting-and-finance,April,19/8/2017,
"PhD Student, Materials Science Biopolymer Network Limited, Christchurch",756,,"PhD Student, Materials Science Biopolymer Network Limited, Christchurch",University-sponsor Scholarship,,PhD,New Zealand,Natural Sciences and Mathematics,Nearly full scholarship (withour air tickets or accommodation),Học bổng này là học bổng lab,"https://careers.sciencenewzealand.org/jobdetails/ajid/SYwa8/PhD-Student-Materials-Science-Biopolymer-Network-Limited-Christchurch,21711.html",September,23/8/2017,
PhD working on Bioinformatics research - UNISA University of South Australia,317,,PhD working on Bioinformatics research - UNISA University of South Australia,Fellowship Scholarship,,PhD,Australia,Computer science and IT,Cash award,"- Stipends: AUD 27,082/year (tax free), and AUD 2000/year for research activities.
-First-class Honours or equivalent in Computer Science or Bioinformatics
- Master degree in Computer Science or Bioinformatics with two or more publications
Send CV to: Thuc.Le@unisa.edu.au",http://people.unisa.edu.au/thuc.le,August,18/8/2017,
Polish goverment scholarship,925,,Polish goverment scholarship,Government Scholarship,checked,"Undergraduate ,Master ,Post-graduate ,PhD ",Poland,A LOT OF DISCIPLINES,Nearly full scholarship (withour air tickets or accommodation),,http://www.dmws.uj.edu.pl/en/przyjezdzajacy-studenci/oplaty-i-stypendia/stypendia-rzadu-rp,Change every year,4/9/2017,
Pony Chung Invitation Scholarship,717,,Pony Chung Invitation Scholarship,Company-sponsor Scholarship,checked,Master,South Korea,A LOT OF DISCIPLINES,Full scholarship,"- 2-year course of Master’s degree at Korea University
- All applicants must have been selected as Pony Chung Scholarship Awardees.
- All applicants must pass the screening process of Korea University (KU).
- All applicants should qualify for student visa of Korea.
- Admission & Tuition Fee: Fully covered by KU and Pony Chung Foundation
- Housing and Living expenses: KRW 900,000 per month
- Airline fares: One round trip economy class ticket between Vietnam and Korea.
- Conditions to Keep the Scholarship Award: Maintain GPA 3.5 or above",http://www.ponychung.org/eng/programs/scholarship-vietnam.do,March,22/8/2017,
Portland State University International Achievement Scholarship,301,,Portland State University International Achievement Scholarship,University-sponsor Scholarship,checked,Undergraduate,United State,A LOT OF DISCIPLINES,Cash award,"hoc bong co gia tri 4,500 toi upto 10,000 USD dua tren thanh tich GPA va IELTS cua sinh vien",https://www.pdx.edu/scholarships/future-international,September,18/8/2017,
POSCO Asia Fellowship,328,,POSCO Asia Fellowship,Company-sponsor Scholarship,checked,Master,South Korea,"Business and finance,Social sciences and Humanities ",Full scholarship,"Học bổng cho phép học tại một số Graduate Schools nhất định của các trường đại học ở Hàn Quốc (Yonsei, SNU, Korea, Ehwa, Sogang), và tùy từng Grad School mà học bổng được trao cho ngành khác nhau (International Studies hoặc Korean Studies).
Điều kiện duy trì học bổng: GPA 3.3/4.3
Value: Full tuition fee + Stipend (1,000,000 KRW per month)",https://www.postf.org/en/main.do,May,18/8/2017,
POSTDOCS ORIGINS OF LIFE RESEARCH (6.0 FTE),1080,,POSTDOCS ORIGINS OF LIFE RESEARCH (6.0 FTE),Fellowship Scholarship,,PhD,Netherland,"Natural Sciences and Mathematics ,Environmental studies and earth sciences",Cash award,"Fellowship (salary paid) for postdoc position (no more than 6 years). Expected starting date is 1 January 2018 and application deadline is 24 September 2017.




",http://www.tangram-tis.nl/10378/Vacatures/00347-02S0005TNP/Vacature-Postdocs-Origins-of-Life-research-%286.0-fte%29,September,6/9/2017,
"Postdoctoral Fellowships at Princetion University in Humanities, Social Sciences, Selected Natural Sciences 2017, USA",732,Princeton University Fellowship for Scholars 2018/2021,"Postdoctoral Fellowships at Princetion University in Humanities, Social Sciences, Selected Natural Sciences 2017, USA",University-sponsor Scholarship,,Post-graduate,United State,Social sciences and Humanities,Full scholarship,"Các sinh viên được cung cấp văn phòng chia sẻ, máy tính cá nhân, tài khoản nghiên cứu với mức 5.000 đô la một năm, nguồn tài trợ của trường đại học, các khoản trợ cấp và các nguồn lực khác. 
Học bổng tầm $ 86,600 cho cả khóa 3 năm học.",http://www.princeton.edu/sf/fellowships/,September,22/8/2017,
